"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"AUS","WATERABST","TOT","MLN_M3","A","1977",10900,
"AUS","WATERABST","TOT","MLN_M3","A","1985",14600,
"AUS","WATERABST","TOT","MLN_M3","A","1994",15055,
"AUS","WATERABST","TOT","MLN_M3","A","1995",24071,
"AUS","WATERABST","TOT","MLN_M3","A","1997",24071,
"AUS","WATERABST","TOT","MLN_M3","A","2001",22196,
"AUS","WATERABST","TOT","MLN_M3","A","2005",13280,
"AUS","WATERABST","TOT","MLN_M3","A","2009",14613,
"AUS","WATERABST","TOT","MLN_M3","A","2010",13842,
"AUS","WATERABST","TOT","MLN_M3","A","2011",13702,
"AUS","WATERABST","TOT","MLN_M3","A","2012",16351,
"AUS","WATERABST","TOT","MLN_M3","A","2013",20133,
"AUS","WATERABST","TOT","MLN_M3","A","2014",19364,
"AUS","WATERABST","TOT","MLN_M3","A","2015",18222,
"AUS","WATERABST","TOT","MLN_M3","A","2016",16813.717,
"AUS","WATERABST","TOT","M3CAP","A","1977",770.2056,
"AUS","WATERABST","TOT","M3CAP","A","1985",928.1838,
"AUS","WATERABST","TOT","M3CAP","A","1994",841.8734,
"AUS","WATERABST","TOT","M3CAP","A","1995",1331.601,
"AUS","WATERABST","TOT","M3CAP","A","1997",1303.419,
"AUS","WATERABST","TOT","M3CAP","A","2001",1151.93,
"AUS","WATERABST","TOT","M3CAP","A","2005",656.162,
"AUS","WATERABST","TOT","M3CAP","A","2009",672.2008,
"AUS","WATERABST","TOT","M3CAP","A","2010",625.7667,
"AUS","WATERABST","TOT","M3CAP","A","2011",609.525,
"AUS","WATERABST","TOT","M3CAP","A","2012",716.4625,
"AUS","WATERABST","TOT","M3CAP","A","2013",869.6487,
"AUS","WATERABST","TOT","M3CAP","A","2014",824.8892,
"AUS","WATERABST","TOT","M3CAP","A","2015",765.6445,
"AUS","WATERABST","TOT","M3CAP","A","2016",696.9172,
"AUT","WATERABST","TOT","MLN_M3","A","1975",2620,
"AUT","WATERABST","TOT","MLN_M3","A","1980",3341.94006,
"AUT","WATERABST","TOT","MLN_M3","A","1985",3579.80005,
"AUT","WATERABST","TOT","MLN_M3","A","1990",3806.69128,
"AUT","WATERABST","TOT","MLN_M3","A","1995",3449.42639,
"AUT","WATERABST","TOT","M3CAP","A","1975",343.0357,
"AUT","WATERABST","TOT","M3CAP","A","1980",439.1654,
"AUT","WATERABST","TOT","M3CAP","A","1985",470.1066,
"AUT","WATERABST","TOT","M3CAP","A","1990",492.8426,
"AUT","WATERABST","TOT","M3CAP","A","1995",431.7114,
"BEL","WATERABST","TOT","MLN_M3","A","1970",9481,
"BEL","WATERABST","TOT","MLN_M3","A","1995",8247.7998,
"BEL","WATERABST","TOT","MLN_M3","A","1996",7551.51013,
"BEL","WATERABST","TOT","MLN_M3","A","1997",7689.6701,
"BEL","WATERABST","TOT","MLN_M3","A","1998",7479.76001,
"BEL","WATERABST","TOT","MLN_M3","A","1999",7211.73999,
"BEL","WATERABST","TOT","MLN_M3","A","2000",7536.23169,
"BEL","WATERABST","TOT","MLN_M3","A","2001",6994.98248,
"BEL","WATERABST","TOT","MLN_M3","A","2002",6738.40363,
"BEL","WATERABST","TOT","MLN_M3","A","2003",6665.93506,
"BEL","WATERABST","TOT","MLN_M3","A","2004",6447.07666,
"BEL","WATERABST","TOT","MLN_M3","A","2005",6185.43994,
"BEL","WATERABST","TOT","MLN_M3","A","2006",6429.08252,
"BEL","WATERABST","TOT","MLN_M3","A","2007",6192.0249,
"BEL","WATERABST","TOT","MLN_M3","A","2008",6136.04,
"BEL","WATERABST","TOT","MLN_M3","A","2009",6005.4,
"BEL","WATERABST","TOT","MLN_M3","A","2010",5988.37988,
"BEL","WATERABST","TOT","MLN_M3","A","2011",5296.6001,
"BEL","WATERABST","TOT","MLN_M3","A","2012",5300.56006,
"BEL","WATERABST","TOT","MLN_M3","A","2013",4829.04004,
"BEL","WATERABST","TOT","M3CAP","A","1970",984.3047,
"BEL","WATERABST","TOT","M3CAP","A","1995",809.695,
"BEL","WATERABST","TOT","M3CAP","A","1996",739.744,
"BEL","WATERABST","TOT","M3CAP","A","1997",752.1351,
"BEL","WATERABST","TOT","M3CAP","A","1998",730.6381,
"BEL","WATERABST","TOT","M3CAP","A","1999",703.2303,
"BEL","WATERABST","TOT","M3CAP","A","2000",732.9515,
"BEL","WATERABST","TOT","M3CAP","A","2001",677.8729,
"BEL","WATERABST","TOT","M3CAP","A","2002",650.1185,
"BEL","WATERABST","TOT","M3CAP","A","2003",639.7845,
"BEL","WATERABST","TOT","M3CAP","A","2004",615.1722,
"BEL","WATERABST","TOT","M3CAP","A","2005",586.4708,
"BEL","WATERABST","TOT","M3CAP","A","2006",605.3997,
"BEL","WATERABST","TOT","M3CAP","A","2007",578.811,
"BEL","WATERABST","TOT","M3CAP","A","2008",569.2496,
"BEL","WATERABST","TOT","M3CAP","A","2009",552.9686,
"BEL","WATERABST","TOT","M3CAP","A","2010",547.447,
"BEL","WATERABST","TOT","M3CAP","A","2011",480.9371,
"BEL","WATERABST","TOT","M3CAP","A","2012",478.2367,
"BEL","WATERABST","TOT","M3CAP","A","2013",433.0391,
"CAN","WATERABST","TOT","MLN_M3","A","1972",24057,"E"
"CAN","WATERABST","TOT","MLN_M3","A","1981",37508,"E"
"CAN","WATERABST","TOT","MLN_M3","A","1986",42342,"E"
"CAN","WATERABST","TOT","MLN_M3","A","1989",43888,"E"
"CAN","WATERABST","TOT","MLN_M3","A","1991",45090,"E"
"CAN","WATERABST","TOT","MLN_M3","A","1995",47250,"E"
"CAN","WATERABST","TOT","MLN_M3","A","1996",42214,"E"
"CAN","WATERABST","TOT","MLN_M3","A","2005",40026.2,
"CAN","WATERABST","TOT","MLN_M3","A","2007",39453.8,
"CAN","WATERABST","TOT","MLN_M3","A","2009",31513.2,
"CAN","WATERABST","TOT","MLN_M3","A","2011",33335.5,
"CAN","WATERABST","TOT","MLN_M3","A","2013",35850.3,
"CAN","WATERABST","TOT","M3CAP","A","1972",1085.791,
"CAN","WATERABST","TOT","M3CAP","A","1981",1512.96,
"CAN","WATERABST","TOT","M3CAP","A","1986",1615.609,
"CAN","WATERABST","TOT","M3CAP","A","1989",1606.08,
"CAN","WATERABST","TOT","M3CAP","A","1991",1607.796,
"CAN","WATERABST","TOT","M3CAP","A","1995",1610.975,
"CAN","WATERABST","TOT","M3CAP","A","1996",1425.083,
"CAN","WATERABST","TOT","M3CAP","A","2005",1239.663,
"CAN","WATERABST","TOT","M3CAP","A","2007",1194.848,
"CAN","WATERABST","TOT","M3CAP","A","2009",932.6238,
"CAN","WATERABST","TOT","M3CAP","A","2011",965.1659,
"CAN","WATERABST","TOT","M3CAP","A","2013",1016.871,
"CZE","WATERABST","TOT","MLN_M3","A","1970",2904,
"CZE","WATERABST","TOT","MLN_M3","A","1980",3621.80005,
"CZE","WATERABST","TOT","MLN_M3","A","1985",3679.40002,
"CZE","WATERABST","TOT","MLN_M3","A","1990",3623.09998,
"CZE","WATERABST","TOT","MLN_M3","A","1992",3176.70673,
"CZE","WATERABST","TOT","MLN_M3","A","1993",3011.76001,
"CZE","WATERABST","TOT","MLN_M3","A","1994",2810.97998,
"CZE","WATERABST","TOT","MLN_M3","A","1995",2743.20001,
"CZE","WATERABST","TOT","MLN_M3","A","1996",2569.70001,"B"
"CZE","WATERABST","TOT","MLN_M3","A","1997",2492.5,
"CZE","WATERABST","TOT","MLN_M3","A","1998",2276.79999,
"CZE","WATERABST","TOT","MLN_M3","A","1999",1975.79999,
"CZE","WATERABST","TOT","MLN_M3","A","2000",1917.99994,
"CZE","WATERABST","TOT","MLN_M3","A","2001",1838.70007,
"CZE","WATERABST","TOT","MLN_M3","A","2002",1908.19995,
"CZE","WATERABST","TOT","MLN_M3","A","2003",2116.09,
"CZE","WATERABST","TOT","MLN_M3","A","2004",2027.99997,
"CZE","WATERABST","TOT","MLN_M3","A","2005",1949,
"CZE","WATERABST","TOT","MLN_M3","A","2006",1936,
"CZE","WATERABST","TOT","MLN_M3","A","2007",1970,
"CZE","WATERABST","TOT","MLN_M3","A","2008",1988,
"CZE","WATERABST","TOT","MLN_M3","A","2009",1948,
"CZE","WATERABST","TOT","MLN_M3","A","2010",1950,
"CZE","WATERABST","TOT","MLN_M3","A","2011",1886,
"CZE","WATERABST","TOT","MLN_M3","A","2012",1840,
"CZE","WATERABST","TOT","MLN_M3","A","2013",1650,
"CZE","WATERABST","TOT","MLN_M3","A","2014",1650,
"CZE","WATERABST","TOT","MLN_M3","A","2015",1603.09998,
"CZE","WATERABST","TOT","M3CAP","A","1970",295.7888,
"CZE","WATERABST","TOT","M3CAP","A","1980",349.957,
"CZE","WATERABST","TOT","M3CAP","A","1985",356.1386,
"CZE","WATERABST","TOT","M3CAP","A","1990",350.3569,
"CZE","WATERABST","TOT","M3CAP","A","1992",306.8298,
"CZE","WATERABST","TOT","M3CAP","A","1993",290.7393,
"CZE","WATERABST","TOT","M3CAP","A","1994",271.2976,
"CZE","WATERABST","TOT","M3CAP","A","1995",264.8271,
"CZE","WATERABST","TOT","M3CAP","A","1996",248.2665,
"CZE","WATERABST","TOT","M3CAP","A","1997",241.087,
"CZE","WATERABST","TOT","M3CAP","A","1998",220.5456,
"CZE","WATERABST","TOT","M3CAP","A","1999",191.7016,
"CZE","WATERABST","TOT","M3CAP","A","2000",186.4019,
"CZE","WATERABST","TOT","M3CAP","A","2001",179.015,
"CZE","WATERABST","TOT","M3CAP","A","2002",186.1216,
"CZE","WATERABST","TOT","M3CAP","A","2003",206.664,
"CZE","WATERABST","TOT","M3CAP","A","2004",198.0558,
"CZE","WATERABST","TOT","M3CAP","A","2005",189.9948,
"CZE","WATERABST","TOT","M3CAP","A","2006",187.9924,
"CZE","WATERABST","TOT","M3CAP","A","2007",190.2171,
"CZE","WATERABST","TOT","M3CAP","A","2008",190.7175,
"CZE","WATERABST","TOT","M3CAP","A","2009",185.7565,
"CZE","WATERABST","TOT","M3CAP","A","2010",185.0747,
"CZE","WATERABST","TOT","M3CAP","A","2011",178.4512,
"CZE","WATERABST","TOT","M3CAP","A","2012",173.8021,
"CZE","WATERABST","TOT","M3CAP","A","2013",155.7415,
"CZE","WATERABST","TOT","M3CAP","A","2014",155.682,
"CZE","WATERABST","TOT","M3CAP","A","2015",151.1822,
"DNK","WATERABST","TOT","MLN_M3","A","1970",720,
"DNK","WATERABST","TOT","MLN_M3","A","1975",1205,
"DNK","WATERABST","TOT","MLN_M3","A","1977",1205,
"DNK","WATERABST","TOT","MLN_M3","A","1985",629.59998,
"DNK","WATERABST","TOT","MLN_M3","A","1990",1261,
"DNK","WATERABST","TOT","MLN_M3","A","1991",841,
"DNK","WATERABST","TOT","MLN_M3","A","1995",845,
"DNK","WATERABST","TOT","MLN_M3","A","1996",927,
"DNK","WATERABST","TOT","MLN_M3","A","1997",910.08,
"DNK","WATERABST","TOT","MLN_M3","A","1998",730.19,
"DNK","WATERABST","TOT","MLN_M3","A","1999",667.2,
"DNK","WATERABST","TOT","MLN_M3","A","2000",692.85,
"DNK","WATERABST","TOT","MLN_M3","A","2001",670.97,
"DNK","WATERABST","TOT","MLN_M3","A","2002",654.77,
"DNK","WATERABST","TOT","MLN_M3","A","2003",638.92,
"DNK","WATERABST","TOT","MLN_M3","A","2004",674.39,
"DNK","WATERABST","TOT","MLN_M3","A","2005",641.72,
"DNK","WATERABST","TOT","MLN_M3","A","2006",673.83,
"DNK","WATERABST","TOT","MLN_M3","A","2007",565.45,
"DNK","WATERABST","TOT","MLN_M3","A","2008",693.70001,
"DNK","WATERABST","TOT","MLN_M3","A","2009",657.89001,
"DNK","WATERABST","TOT","MLN_M3","A","2010",652.18,
"DNK","WATERABST","TOT","MLN_M3","A","2011",733.72,
"DNK","WATERABST","TOT","MLN_M3","A","2012",555.4,
"DNK","WATERABST","TOT","MLN_M3","A","2013",761.74,
"DNK","WATERABST","TOT","MLN_M3","A","2014",746.06,
"DNK","WATERABST","TOT","MLN_M3","A","2015",656.18,
"DNK","WATERABST","TOT","M3CAP","A","1970",146.0079,
"DNK","WATERABST","TOT","M3CAP","A","1975",238.0139,
"DNK","WATERABST","TOT","M3CAP","A","1977",236.4115,
"DNK","WATERABST","TOT","M3CAP","A","1985",123.1072,
"DNK","WATERABST","TOT","M3CAP","A","1990",245.2775,
"DNK","WATERABST","TOT","M3CAP","A","1991",163.1455,
"DNK","WATERABST","TOT","M3CAP","A","1995",161.4844,
"DNK","WATERABST","TOT","M3CAP","A","1996",176.4081,
"DNK","WATERABST","TOT","M3CAP","A","1997",172.4384,
"DNK","WATERABST","TOT","M3CAP","A","1998",137.7619,
"DNK","WATERABST","TOT","M3CAP","A","1999",125.3717,
"DNK","WATERABST","TOT","M3CAP","A","2000",129.7182,
"DNK","WATERABST","TOT","M3CAP","A","2001",125.2262,
"DNK","WATERABST","TOT","M3CAP","A","2002",121.8675,
"DNK","WATERABST","TOT","M3CAP","A","2003",118.6048,
"DNK","WATERABST","TOT","M3CAP","A","2004",124.8232,
"DNK","WATERABST","TOT","M3CAP","A","2005",118.3614,
"DNK","WATERABST","TOT","M3CAP","A","2006",123.7679,
"DNK","WATERABST","TOT","M3CAP","A","2007",103.3738,
"DNK","WATERABST","TOT","M3CAP","A","2008",126.1779,
"DNK","WATERABST","TOT","M3CAP","A","2009",119.0439,
"DNK","WATERABST","TOT","M3CAP","A","2010",117.4074,
"DNK","WATERABST","TOT","M3CAP","A","2011",131.4234,
"DNK","WATERABST","TOT","M3CAP","A","2012",98.99014,
"DNK","WATERABST","TOT","M3CAP","A","2013",135.1126,
"DNK","WATERABST","TOT","M3CAP","A","2014",131.7216,
"DNK","WATERABST","TOT","M3CAP","A","2015",115.3481,
"FIN","WATERABST","TOT","MLN_M3","A","1970",3300,
"FIN","WATERABST","TOT","MLN_M3","A","1975",3550,
"FIN","WATERABST","TOT","MLN_M3","A","1980",3700,
"FIN","WATERABST","TOT","MLN_M3","A","1985",4000,
"FIN","WATERABST","TOT","MLN_M3","A","1989",3001,
"FIN","WATERABST","TOT","MLN_M3","A","1990",2347.10001,
"FIN","WATERABST","TOT","MLN_M3","A","1991",2677.39999,
"FIN","WATERABST","TOT","MLN_M3","A","1992",2211.5,
"FIN","WATERABST","TOT","MLN_M3","A","1993",2331.60001,
"FIN","WATERABST","TOT","MLN_M3","A","1994",2516.70001,
"FIN","WATERABST","TOT","MLN_M3","A","1995",2585.60001,
"FIN","WATERABST","TOT","MLN_M3","A","1999",2346.19989,
"FIN","WATERABST","TOT","MLN_M3","A","2001",2319.10004,
"FIN","WATERABST","TOT","MLN_M3","A","2006",6562,
"FIN","WATERABST","TOT","M3CAP","A","1970",715.4679,
"FIN","WATERABST","TOT","M3CAP","A","1975",752.3181,
"FIN","WATERABST","TOT","M3CAP","A","1980",772.726,
"FIN","WATERABST","TOT","M3CAP","A","1985",814.4615,
"FIN","WATERABST","TOT","M3CAP","A","1989",602.9597,
"FIN","WATERABST","TOT","M3CAP","A","1990",469.7749,
"FIN","WATERABST","TOT","M3CAP","A","1991",533.4396,
"FIN","WATERABST","TOT","M3CAP","A","1992",438.3613,
"FIN","WATERABST","TOT","M3CAP","A","1993",459.7194,
"FIN","WATERABST","TOT","M3CAP","A","1994",493.7516,
"FIN","WATERABST","TOT","M3CAP","A","1995",505.0982,
"FIN","WATERABST","TOT","M3CAP","A","1999",453.2909,
"FIN","WATERABST","TOT","M3CAP","A","2001",445.9397,
"FIN","WATERABST","TOT","M3CAP","A","2006",1243.375,
"FRA","WATERABST","TOT","MLN_M3","A","1970",23500,
"FRA","WATERABST","TOT","MLN_M3","A","1975",27000,"E"
"FRA","WATERABST","TOT","MLN_M3","A","1980",32973,
"FRA","WATERABST","TOT","MLN_M3","A","1981",30972,
"FRA","WATERABST","TOT","MLN_M3","A","1982",34529,
"FRA","WATERABST","TOT","MLN_M3","A","1983",33788,
"FRA","WATERABST","TOT","MLN_M3","A","1984",34949,
"FRA","WATERABST","TOT","MLN_M3","A","1985",34887,
"FRA","WATERABST","TOT","MLN_M3","A","1986",33625,
"FRA","WATERABST","TOT","MLN_M3","A","1987",34377,
"FRA","WATERABST","TOT","MLN_M3","A","1988",37028,
"FRA","WATERABST","TOT","MLN_M3","A","1989",36329,
"FRA","WATERABST","TOT","MLN_M3","A","1990",37687,
"FRA","WATERABST","TOT","MLN_M3","A","1991",39323,
"FRA","WATERABST","TOT","MLN_M3","A","1992",39219,
"FRA","WATERABST","TOT","MLN_M3","A","1993",39379,
"FRA","WATERABST","TOT","MLN_M3","A","1994",33397.10138,"B"
"FRA","WATERABST","TOT","MLN_M3","A","1997",30349.44336,
"FRA","WATERABST","TOT","MLN_M3","A","1998",32470.23242,
"FRA","WATERABST","TOT","MLN_M3","A","1999",32293,
"FRA","WATERABST","TOT","MLN_M3","A","2000",32715.44922,
"FRA","WATERABST","TOT","MLN_M3","A","2001",33544.21289,
"FRA","WATERABST","TOT","MLN_M3","A","2002",32392.75781,
"FRA","WATERABST","TOT","MLN_M3","A","2003",35434.78125,
"FRA","WATERABST","TOT","MLN_M3","A","2004",33749.50781,
"FRA","WATERABST","TOT","MLN_M3","A","2005",33872.46484,
"FRA","WATERABST","TOT","MLN_M3","A","2006",32552.10547,
"FRA","WATERABST","TOT","MLN_M3","A","2007",31410.03711,
"FRA","WATERABST","TOT","MLN_M3","A","2008",29203.4082,
"FRA","WATERABST","TOT","MLN_M3","A","2009",29585.28711,
"FRA","WATERABST","TOT","MLN_M3","A","2010",28338.84521,
"FRA","WATERABST","TOT","MLN_M3","A","2011",28316.02533,
"FRA","WATERABST","TOT","MLN_M3","A","2012",30007.38139,
"FRA","WATERABST","TOT","MLN_M3","A","2013",27828.12724,
"FRA","WATERABST","TOT","M3CAP","A","1970",462.1996,
"FRA","WATERABST","TOT","M3CAP","A","1975",509.3308,
"FRA","WATERABST","TOT","M3CAP","A","1980",609.8114,
"FRA","WATERABST","TOT","M3CAP","A","1981",570.4073,
"FRA","WATERABST","TOT","M3CAP","A","1982",633.0057,
"FRA","WATERABST","TOT","M3CAP","A","1983",616.3688,
"FRA","WATERABST","TOT","M3CAP","A","1984",634.2516,
"FRA","WATERABST","TOT","M3CAP","A","1985",629.7579,
"FRA","WATERABST","TOT","M3CAP","A","1986",603.6318,
"FRA","WATERABST","TOT","M3CAP","A","1987",613.6064,
"FRA","WATERABST","TOT","M3CAP","A","1988",657.1282,
"FRA","WATERABST","TOT","M3CAP","A","1989",641.1392,
"FRA","WATERABST","TOT","M3CAP","A","1990",661.6301,
"FRA","WATERABST","TOT","M3CAP","A","1991",687.0122,
"FRA","WATERABST","TOT","M3CAP","A","1992",682.1055,
"FRA","WATERABST","TOT","M3CAP","A","1993",681.9486,
"FRA","WATERABST","TOT","M3CAP","A","1994",575.9048,
"FRA","WATERABST","TOT","M3CAP","A","1997",516.4685,
"FRA","WATERABST","TOT","M3CAP","A","1998",550.0174,
"FRA","WATERABST","TOT","M3CAP","A","1999",544.4221,
"FRA","WATERABST","TOT","M3CAP","A","2000",548.8414,
"FRA","WATERABST","TOT","M3CAP","A","2001",559.8984,
"FRA","WATERABST","TOT","M3CAP","A","2002",537.8616,
"FRA","WATERABST","TOT","M3CAP","A","2003",585.2143,
"FRA","WATERABST","TOT","M3CAP","A","2004",554.301,
"FRA","WATERABST","TOT","M3CAP","A","2005",553.1652,
"FRA","WATERABST","TOT","M3CAP","A","2006",528.5043,
"FRA","WATERABST","TOT","M3CAP","A","2007",506.9328,
